heart_rate,emotion,symptoms,disease,risk,specialist
75,sad,weight loss frequent urination,Diabetes,Low,Endocrinologist
84,sad,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
77,sad,stomach pain nausea,Food Poisoning,Low,Gastroenterologist
86,sad,cough fever night weight loss,Tuberculosis,Low,Pulmonologist
108,fear,chest tightness wheezing,Asthma,High,Pulmonologist
122,sad,excessive worry fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
68,sad,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
79,neutral,back pain loss of bone fractures,Osteoporosis,Low,Orthopedic
63,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
76,neutral,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
119,sad,cough tightness wheezing,Asthma,High,Pulmonologist
89,sad,red silvery scales itching,Psoriasis,Low,Dermatologist
60,sad,stomach nausea vomiting bloating,Gastritis,Low,Gastroenterologist
104,fear,loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
83,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
57,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
66,disgust,severe headache nausea sensitivity to,Migraine,Medium,Neurologist
90,sad,ear pain fever loss,Otitis Media,Low,ENT Specialist
82,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
62,neutral,cough fever night sweats weight loss,Tuberculosis,Low,Pulmonologist
101,neutral,fever loss of taste shortness of breath,COVID-19,High,General Physician
128,neutral,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
51,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
52,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
74,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
110,sad,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
84,neutral,pain numbness legs,Slip Disc,Low,Orthopedic
62,sad,red patches silvery scales itching,Psoriasis,Low,Dermatologist
63,neutral,pimples blackheads whiteheads skin,Acne,Low,Dermatologist
63,neutral,chest fever cough,Pericarditis,Low,Cardiologist
70,sad,back numbness legs,Slip Disc,Low,Orthopedic
62,sad,sadness loss of interest fatigue changes,Depression,Medium,Psychiatrist
88,sad,pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
86,neutral,skin rash itching allergy,Allergy,Low,Dermatologist
66,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
71,sad,fever cough fatigue,Flu,Low,General Physician
60,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
131,fear,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
67,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
85,neutral,joint pain swelling morning stiffness,Rheumatoid Arthritis,Low,Rheumatologist
63,neutral,jaundice fatigue abdominal dark urine,Hepatitis,Low,Gastroenterologist
87,sad,red eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
135,fear,chest pain radiating to arm shortness of breath,Angina,High,Cardiologist
90,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
75,neutral,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
75,sad,stomach vomiting nausea,Food Poisoning,Low,Gastroenterologist
84,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
101,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
90,neutral,chest pain fever cough,Pericarditis,Low,Cardiologist
98,fear,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
106,sad,fever cough chest pain shortness breath,Pneumonia,High,Pulmonologist
86,sad,numbness weakness problems fatigue,Multiple Sclerosis,Low,Neurologist
77,sad,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
88,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
121,neutral,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
100,neutral,fever chest pain shortness of breath,Pneumonia,High,Pulmonologist
74,neutral,skin rash itching,Allergy,Low,Dermatologist
62,sad,eyes itching discharge,Conjunctivitis,Low,Ophthalmologist
69,sad,frequent urination excessive thirst weight loss,Diabetes Type 1,Low,Endocrinologist
83,neutral,abdominal pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
62,neutral,sadness loss of interest sleep changes,Depression,Medium,Psychiatrist
90,neutral,joint pain rash,Lyme Disease,Low,Infectious Disease Specialist
125,fear,chest pain palpitations,Heart Failure,High,Cardiologist
61,sad,stiff neck fever,Meningitis,Low,Neurologist
119,fear,chest pain palpitations dizziness,Heart Failure,High,Cardiologist
62,disgust,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
116,fear,chest pain radiating to arm shortness of,Angina,High,Cardiologist
74,neutral,itching dry skin rash,Eczema,Low,Dermatologist
87,neutral,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
79,sad,pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
109,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
68,sad,sadness loss interest fatigue sleep changes,Depression,Medium,Psychiatrist
88,neutral,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
70,sad,stomach pain nausea,Food Poisoning,Low,Gastroenterologist
86,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
86,neutral,seizures temporary loss of awareness,Epilepsy,Low,Neurologist
72,sad,red eyes itching,Conjunctivitis,Low,Ophthalmologist
88,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
85,sad,fever cough,Flu,Low,General Physician
90,neutral,weight loss anxiety rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
115,fear,palpitations dizziness chest pain,Arrhythmia,High,Cardiologist
90,sad,red itching discharge,Conjunctivitis,Low,Ophthalmologist
67,surprise,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
84,neutral,abdominal diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
77,neutral,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
98,fear,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
70,sad,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
80,neutral,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
107,sad,fever cough chest shortness of breath,Pneumonia,High,Pulmonologist
64,neutral,weight loss thirst urination,Diabetes,Low,Endocrinologist
73,neutral,pimples blackheads whiteheads oily,Acne,Low,Dermatologist
76,neutral,sore throat fever swollen lymph nodes,Strep Throat,Low,ENT Specialist
70,neutral,stomach pain vomiting,Food Poisoning,Low,Gastroenterologist
87,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
68,neutral,itching redness dry skin,Eczema,Low,Dermatologist
91,angry,headache vision dizziness,Hypertension,Medium,Neurologist
88,sad,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
88,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
83,sad,frequent urination excessive thirst weight,Diabetes Type 1,Low,Endocrinologist
103,sad,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
110,angry,headache blurred vision dizziness,Hypertension,Medium,Neurologist
88,neutral,headache blurred dizziness,Hypertension,Medium,Neurologist
70,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
65,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
128,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
73,neutral,cough mucus production wheezing discomfort,Bronchitis,Low,Pulmonologist
65,sad,hand numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
70,sad,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
66,neutral,abdominal pain blood in stool,Ulcerative Colitis,Low,Gastroenterologist
77,sad,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
86,neutral,back numbness legs,Slip Disc,Low,Orthopedic
85,neutral,fever chills sweating headache,Malaria,Low,Infectious Disease Specialist
87,neutral,fever cough,Flu,Low,General Physician
119,sad,cough chest tightness,Asthma,High,Pulmonologist
75,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
130,sad,chest palpitations dizziness,Heart Failure,High,Cardiologist
103,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
75,sad,chronic cough shortness of breath wheezing,COPD,Low,Pulmonologist
61,sad,numbness weakness vision problems fatigue,Multiple Sclerosis,Low,Neurologist
67,sad,facial drooping arm weakness speech difficulty,Stroke,Critical,Neurologist
61,neutral,abdominal pain weight loss,Crohn's Disease,Low,Gastroenterologist
83,sad,chronic cough shortness of breath,COPD,Low,Pulmonologist
67,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
83,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
131,sad,pain radiating to arm shortness of breath,Angina,High,Cardiologist
80,neutral,weight loss thirst frequent urination,Diabetes,Low,Endocrinologist
62,sad,itching redness dry skin rash,Eczema,Low,Dermatologist
57,sad,sadness loss of interest fatigue sleep,Depression,Medium,Psychiatrist
100,neutral,fever cough loss of taste shortness of breath,COVID-19,High,General Physician
103,angry,headache blurred vision dizziness,Hypertension,Medium,Neurologist
68,sad,joint pain stiffness swelling,Arthritis,Low,Orthopedic
73,sad,joint pain stiffness swelling,Osteoarthritis,Low,Orthopedic
107,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
83,sad,stomach pain nausea vomiting,Gastritis,Low,Gastroenterologist
60,sad,joint pain swelling morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
80,neutral,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
74,sad,chronic cough of breath wheezing,COPD,Low,Pulmonologist
62,neutral,jaundice fatigue abdominal pain dark urine,Hepatitis,Low,Gastroenterologist
86,sad,joint fever rash,Lyme Disease,Low,Infectious Disease Specialist
98,fear,cough chest tightness wheezing,Asthma,High,Pulmonologist
72,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
124,fear,excessive worry fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
109,sad,abdominal pain nausea fever loss of,Appendicitis,Critical,Surgeon
113,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
54,neutral,fatigue weight gain depression cold intolerance,Hypothyroidism,Low,Endocrinologist
88,sad,joint pain morning stiffness fatigue,Rheumatoid Arthritis,Low,Rheumatologist
109,sad,excessive restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
107,sad,chest pain dizziness,Heart Failure,High,Cardiologist
79,sad,skin rash itching allergy,Allergy,Low,Dermatologist
62,sad,hand tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
62,neutral,pimples blackheads whiteheads oily,Acne,Low,Dermatologist
87,sad,confusion temporary loss of awareness,Epilepsy,Low,Neurologist
73,sad,chronic cough shortness of breath,COPD,Low,Pulmonologist
89,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
87,sad,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
88,neutral,joint pain rash,Lyme Disease,Low,Infectious Disease Specialist
72,sad,joint pain stiffness,Arthritis,Low,Orthopedic
88,sad,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
72,sad,fever cough fatigue,Flu,Low,General Physician
68,sad,seizures confusion temporary loss awareness,Epilepsy,Low,Neurologist
55,neutral,sadness loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
68,neutral,pimples blackheads oily skin,Acne,Low,Dermatologist
121,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
65,sad,stomach pain nausea vomiting bloating,Gastritis,Low,Gastroenterologist
63,angry,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
90,sad,cough mucus production wheezing chest discomfort,Bronchitis,Low,Pulmonologist
113,sad,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
106,sad,chest pain dizziness,Heart Failure,High,Cardiologist
82,neutral,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
75,neutral,fever headache body pain,Dengue,Low,General Physician
102,fear,excessive worry restlessness fatigue irritability,Anxiety Disorder,Medium,Psychiatrist
81,neutral,fever chills sweating,Malaria,Low,Infectious Disease Specialist
63,sad,back pain numbness legs,Slip Disc,Low,Orthopedic
90,neutral,pain diarrhea blood in stool,Ulcerative Colitis,Low,Gastroenterologist
72,neutral,red patches silvery scales itching,Psoriasis,Low,Dermatologist
65,sad,abdominal pain diarrhea weight loss,Crohn's Disease,Low,Gastroenterologist
83,neutral,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
82,sad,seizures temporary loss of awareness,Epilepsy,Low,Neurologist
122,neutral,palpitations dizziness chest,Arrhythmia,High,Cardiologist
89,neutral,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
79,neutral,joint pain fever,Lyme Disease,Low,Infectious Disease Specialist
119,fear,chest pain shortness of breath sweating,Heart Attack,Critical,Cardiologist
69,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
98,neutral,headache blurred dizziness,Hypertension,Medium,Neurologist
80,neutral,fever cough fatigue,Flu,Low,General Physician
63,neutral,back pain loss of height bone fractures,Osteoporosis,Low,Orthopedic
71,sad,chest pain fever cough,Pericarditis,Low,Cardiologist
80,sad,abdominal pain blood in stool,Ulcerative Colitis,Low,Gastroenterologist
64,sad,stomach pain vomiting nausea,Food Poisoning,Low,Gastroenterologist
84,sad,jaundice fatigue pain dark urine,Hepatitis,Low,Gastroenterologist
69,neutral,frequent urination excessive thirst loss,Diabetes Type 1,Low,Endocrinologist
90,neutral,rash itching allergy,Allergy,Low,Dermatologist
67,neutral,joint pain stiffness,Arthritis,Low,Orthopedic
71,sad,heartburn acid reflux chest,GERD,Low,Gastroenterologist
100,neutral,weight loss rapid heartbeat heat intolerance,Hyperthyroidism,Medium,Endocrinologist
79,sad,fever headache body pain,Dengue,Low,General Physician
75,disgust,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
75,sad,redness dry skin rash,Eczema,Low,Dermatologist
70,sad,heartburn acid reflux chest pain,GERD,Low,Gastroenterologist
70,neutral,blurred vision frequent urination fatigue,Diabetes Type 2,Low,Endocrinologist
63,sad,sore throat fever lymph nodes,Strep Throat,Low,ENT Specialist
77,neutral,heartburn reflux chest pain,GERD,Low,Gastroenterologist
60,neutral,abdominal pain bloating diarrhea constipation,Irritable Bowel Syndrome,Low,Gastroenterologist
106,neutral,weight loss anxiety rapid heartbeat heat,Hyperthyroidism,Medium,Endocrinologist
70,sad,loss of interest fatigue sleep changes,Depression,Medium,Psychiatrist
78,sad,severe headache nausea sensitivity to light,Migraine,Medium,Neurologist
108,sad,abdominal pain nausea fever loss of appetite,Appendicitis,Critical,Surgeon
61,sad,ear pain fever hearing loss,Otitis Media,Low,ENT Specialist
61,sad,red silvery scales itching,Psoriasis,Low,Dermatologist
79,neutral,cough mucus wheezing chest discomfort,Bronchitis,Low,Pulmonologist
76,sad,pimples blackheads whiteheads skin,Acne,Low,Dermatologist
93,sad,fever cough chest pain shortness of breath,Pneumonia,High,Pulmonologist
120,neutral,dizziness chest pain,Arrhythmia,High,Cardiologist
68,sad,headache stiff fever,Meningitis,Low,Neurologist
65,neutral,numbness tingling weakness,Carpal Tunnel Syndrome,Low,Orthopedic
